term,n_words,freq,doc_freq,PMI,LRent,in_reference,status
7月 任 国务院,3,3,3,10.78,7.251,False,new
湖州 的 山水,3,3,3,10.779,4.696,False,new
较 强 能够,3,3,3,10.779,9.544,False,new
强 能够 较,3,3,3,10.779,7.505,False,new
加速 谈判 新,3,3,3,10.779,8.378,False,new
安全 生产 月,3,14,4,10.778,8.242,False,new
同比 分别 增长,3,10,7,10.778,6.263,False,new
2024年 连 续,3,3,3,10.778,7.049,False,new
应该 这样 做,3,3,3,10.778,8.198,False,new
行业 配置 能力,3,3,3,10.777,8.077,False,new
垄断 反 不,3,3,3,10.777,7.182,False,new
养殖 历史 已,3,4,4,10.776,8.076,False,new
任何 方式 参与,3,4,4,10.776,8.722,False,new
几 个 月,3,21,18,10.775,7.493,False,new
保障 粮食 安全,3,6,5,10.775,8.932,False,new
想 怎 么,3,3,3,10.775,9.067,False,new
很 大 下棋,3,3,3,10.775,6.463,False,new
同业 前 大,3,3,3,10.775,7.382,False,new
江水 的 温度,3,3,3,10.775,5.08,False,new
好 人民 满意,3,6,3,10.774,5.871,False,new
中国 面向 亚,3,4,4,10.774,6.236,False,new
经过 多 轮,3,4,4,10.774,7.182,False,new
是 件 轻松,3,3,3,10.774,7.931,False,new
年轻人 最 难,3,3,3,10.774,7.638,False,new
产生 积极 影响,3,3,3,10.774,7.863,False,new
销售 服务 有限公司,3,8,3,10.773,8.292,False,new
目标 实现 中华民族,3,6,5,10.773,5.927,False,new
第五 次 会议,3,4,3,10.773,7.299,False,new
注入 新 活力,3,3,3,10.773,5.735,False,new
应用 的 高能级,3,3,3,10.773,4.827,False,new
是 当地 饮食,3,4,4,10.772,7.281,False,new
黑土地 地区 中,3,3,3,10.772,6.625,False,new
到 大脑 里,3,3,3,10.772,9.766,False,new
出货量 都 有,3,3,3,10.772,7.457,False,new
下去 把 党,3,5,5,10.771,5.751,False,new
约 的 鸡形目,3,4,4,10.771,4.756,False,new
裁决 于 2020年,3,4,4,10.771,6.935,False,new
AI 已经 开始,3,4,2,10.771,8.307,False,new
信息 展览 时间,3,3,3,10.771,9.176,False,new
不 出 胜负,3,3,3,10.771,7.35,False,new
工业 经济 协会,3,3,3,10.771,8.295,False,new
接力 但 他,3,3,3,10.771,7.395,False,new
政治 现实 基本,3,3,3,10.771,8.541,False,new
上 新 台阶,3,17,14,10.77,7.632,False,new
让 上 合大,3,4,4,10.77,3.44,False,new
金融 特色 道路,3,4,2,10.77,7.727,False,new
是 单一化 品种,3,4,4,10.77,8.349,False,new
更加 单一 经济,3,4,4,10.77,9.522,False,new
家 提出 意,3,4,4,10.77,5.199,False,new
全国 教育 经费,3,4,2,10.77,7.411,False,new
德意志帝国 不 可,3,3,3,10.77,5.712,False,new
产业 培育 行动,3,3,3,10.77,8.329,False,new
可 预测性 不,3,3,3,10.77,9.949,False,new
现场 新华社 记者,3,7,7,10.769,9.421,False,new
加强 国际 宏观,3,5,2,10.769,5.971,False,new
合作 堪称 国,3,4,4,10.769,5.785,False,new
精神 引领 下,3,4,4,10.769,7.789,False,new
贸易 集团 欧盟,3,3,3,10.769,8.225,False,new
推荐 具体 到,3,3,3,10.769,9.303,False,new
究竟 是 怎,3,4,3,10.768,2.827,False,new
持续 发力 坚持,3,3,3,10.768,9.194,False,new
作用 此外 会议,3,3,3,10.768,7.845,False,new
中 美 经贸,3,13,6,10.767,9.068,False,new
档案 这 件,3,4,4,10.767,6.715,False,new
研讨 和 交流,3,4,4,10.767,5.61,False,new
团结 奋斗 推动,3,3,3,10.767,9.178,False,new
拓宽 建设 用,3,3,3,10.767,7.035,False,new
2018年 的 1340亿,3,3,3,10.767,3.15,False,new
领先 我们 国内,3,3,3,10.767,8.023,False,new
岗位 美国 所有,3,3,3,10.767,7.483,False,new
其他 贸易 伙伴,3,3,3,10.767,6.332,False,new
意 在 强调,3,7,7,10.766,4.434,False,new
多 个 回合,3,6,3,10.766,5.837,False,new
过 段 时间,3,5,5,10.766,9.102,False,new
只 鸡 代表,3,4,4,10.766,8.999,False,new
为 有 爪类,3,4,4,10.766,5.636,False,new
至 7月 31日,3,4,4,10.766,7.26,False,new
同 卷目 中,3,4,2,10.766,7.689,False,new
导致 已 建成,3,3,3,10.766,6.368,False,new
估值 的 均衡,3,3,3,10.766,4.888,False,new
翻天覆地 的 变化,3,5,5,10.765,4.521,False,new
早 就 认识,3,4,4,10.765,6.017,False,new
要 深刻 把握,3,4,4,10.765,8.411,False,new
建设 社会主义 法治,3,4,3,10.765,8.47,False,new
行动 方案 强调,3,3,3,10.765,7.207,False,new
或者 其他 生态,3,4,4,10.764,7.552,False,new
终于 第一 次,3,4,4,10.764,8.442,False,new
导向 查 不,3,3,3,10.764,7.844,False,new
建设 创新型 国,3,3,3,10.764,6.383,False,new
新型 智慧 城市,3,3,3,10.764,8.578,False,new
受到 法律 保护,3,3,3,10.764,8.699,False,new
招募 了 一些,3,4,4,10.763,7.656,False,new
是 种 血管,3,4,4,10.763,6.1,False,new
安康 是 推动,3,3,3,10.763,5.864,False,new
人工智能 发展 高地,3,3,3,10.763,5.698,False,new
需求 变 得,3,4,4,10.762,9.082,False,new
该 案 已,3,3,3,10.762,8.345,False,new
供应 体系 改革,3,3,3,10.762,7.455,False,new
论坛 上 发言,3,3,3,10.762,5.741,False,new
同比 增长 截至,3,10,8,10.761,5.075,False,new
另 家 经营者,3,4,4,10.761,4.631,False,new
干 向 澎湃,3,4,2,10.761,4.097,False,new
仍然 由 那,3,3,3,10.761,7.249,False,new
至 2013年 6月,3,3,3,10.761,8.656,False,new
2013年 6月 至,3,3,3,10.761,7.712,False,new
只 在 游泳馆,3,3,3,10.761,5.653,False,new
人工智能 创新 应用,3,10,4,10.76,7.746,False,new
下 债券 指数,3,6,3,10.76,8.247,False,new
出现 我们 简单,3,4,4,10.76,7.504,False,new
总 研制 是,3,4,2,10.76,10.797,False,new
单位 和 雅安市,3,3,3,10.76,5.976,False,new
平安 等 机构,3,3,3,10.76,7.421,False,new
次 重大 外交,3,4,4,10.759,6.596,False,new
开始 农村 人口,3,4,4,10.759,9.504,False,new
市场 相关 地域,3,4,4,10.759,7.888,False,new
目标 任务 实践,3,3,3,10.759,7.65,False,new
成为 或 至少,3,3,3,10.759,8.219,False,new
中国式 现代化 是,3,32,14,10.758,9.46,False,new
2019年 至 2022年,3,12,4,10.758,7.025,False,new
中 最 厉害,3,3,3,10.758,7.077,False,new
配置 处理 好,3,3,3,10.758,8.224,False,new
活动 正式 启动,3,3,3,10.758,9.021,False,new
摄 在 群众性,3,3,3,10.758,6.533,False,new
习近平 主席 出席,3,6,5,10.757,6.558,False,new
深入 贯彻 习近平,3,4,3,10.757,6.252,False,new
2016年 当时 已经,3,4,4,10.757,7.937,False,new
图景 在 中华,3,3,3,10.757,4.806,False,new
促进 各 民族,3,3,3,10.757,6.61,False,new
本次 会议 进一步,3,3,3,10.757,7.349,False,new
4月 在 柏林,3,3,3,10.757,5.817,False,new
看到 广发 基金,3,3,3,10.757,7.521,False,new
新华社 北京 1月,3,7,7,10.756,5.555,False,new
较 小 甚至,3,4,4,10.756,9.102,False,new
巴托尔德 的 倡议,3,3,3,10.756,3.944,False,new
是 全市 乃至,3,3,3,10.755,8.989,False,new
习近平 总书记 明确,3,7,7,10.754,6.828,False,new
这 条 江,3,6,3,10.754,5.64,False,new
要求 连 续,3,4,4,10.754,8.371,False,new
延展 到 更,3,3,3,10.754,5.708,False,new
助力 美丽 中国,3,3,3,10.754,8.787,False,new
百分点 而 2024年,3,3,3,10.754,4.18,False,new
英军 的 法国,3,3,3,10.754,4.717,False,new
德意志人 的 思维,3,3,3,10.754,4.407,False,new
布局 从 2013年,3,3,3,10.754,7.351,False,new
提高 供 给,3,5,5,10.753,8.736,False,new
突出 问题 当前,3,3,3,10.753,7.318,False,new
引擎 比 自己,3,3,3,10.753,6.609,False,new
机遇 2017年 全国,3,3,3,10.753,8.254,False,new
文化 多样性 之间,3,4,4,10.752,7.648,False,new
效果 集中 后,3,4,4,10.752,6.776,False,new
全部 由 平台,3,4,2,10.752,8.046,False,new
老百姓 的 感情,3,3,3,10.752,5.074,False,new
地 入 市,3,3,3,10.752,9.088,False,new
关键 信息 基础,3,8,2,10.751,5.85,False,new
较 长 时间,3,7,6,10.751,9.043,False,new
很 大 一部分,3,4,4,10.751,7.229,False,new
除 了 出让金,3,3,3,10.751,4.375,False,new
28日 在 浦东,3,4,4,10.75,5.556,False,new
第一 款 规定,3,4,4,10.75,7.81,False,new
十分之一 的 土地,3,3,3,10.75,4.866,False,new
上 人形 机器人,3,3,3,10.75,10.295,False,new
为 米 原告,3,3,3,10.75,8.88,False,new
生态 红利 生态,3,3,3,10.75,8.648,False,new
中心 合作 引入,3,3,3,10.75,7.951,False,new
共有 约 人,3,3,3,10.75,7.43,False,new
说 给 你们,3,3,3,10.749,8.704,False,new
无法 参与 如果,3,3,3,10.748,8.661,False,new
公司 注销 公司,3,3,3,10.748,10.201,False,new
收益率 为 成立,3,3,3,10.748,5.438,False,new
市 投资 促进,3,3,3,10.747,7.802,False,new
生活 中 民族主义,3,3,3,10.747,6.412,False,new
成立 于 2016年,3,13,13,10.746,8.618,False,new
名 其他 职业,3,4,2,10.746,7.622,False,new
伴随 着 一个,3,4,4,10.746,8.72,False,new
发布 关于 调整,3,4,4,10.746,9.135,False,new
越南 和 印尼,3,4,2,10.746,6.175,False,new
群众 需求 深化,3,3,3,10.746,8.071,False,new
全面 贯彻 党,3,17,13,10.745,6.836,False,new
党员 干部 坚持,3,6,2,10.745,8.567,False,new
至 岁 之间,3,5,5,10.745,8.037,False,new
断 壮大 国际,3,4,4,10.745,5.091,False,new
已经 与 祖先,3,4,4,10.745,7.469,False,new
每 次 训练,3,3,3,10.745,6.961,False,new
震撼 给 人,3,3,3,10.745,7.212,False,new
防控 前提 下,3,3,2,10.745,6.017,False,new
壮大 的 生命力,3,6,5,10.744,3.825,False,new
伙伴 关系 2022年,3,4,4,10.744,6.329,False,new
有效 供 给,3,3,3,10.744,8.882,False,new
提高 党员 干部,3,3,3,10.744,8.209,False,new
据 了 解,3,73,35,10.743,4.323,False,new
地方 经贸 合作,3,6,5,10.743,7.637,False,new
多边主义 推动 全球,3,4,4,10.743,7.852,False,new
很 方便 地,3,4,4,10.743,10.639,False,new
要 高度 重视,3,4,4,10.743,8.027,False,new
微博 最 突出,3,3,3,10.743,5.052,False,new
宇宙 新 赛道,3,3,3,10.743,4.973,False,new
名 患者 成功,3,3,3,10.743,8.243,False,new
公开 了 该案,3,3,3,10.742,6.721,False,new
驱逐 原因 是,3,3,3,10.742,8.834,False,new
体系 中 获益,3,3,3,10.742,6.308,False,new
你 很 难,3,7,7,10.741,8.135,False,new
乡村 全面 振兴,3,6,3,10.741,8.082,False,new
复旦 大学 上海,3,4,2,10.741,7.264,False,new
治理 结构 完善,3,4,4,10.741,9.031,False,new
全年 销量 同比,3,3,3,10.741,5.353,False,new
消费者 价 格,3,3,3,10.741,8.604,False,new
宗旨 和 原,3,8,5,10.74,5.235,False,new
小康 社会 全面,3,6,6,10.74,4.918,False,new
健康 行动 系列,3,4,2,10.74,8.678,False,new
焕发 出 新,3,3,3,10.74,7.003,False,new
任 党委 副,3,3,3,10.74,7.104,False,new
法国 案 中,3,8,2,10.739,8.432,False,new
雪子 的 成员,3,4,4,10.739,3.603,False,new
致力 于 人类,3,3,3,10.739,7.38,False,new
座谈会 和 第四,3,3,3,10.739,5.783,False,new
随着 耕地 生态,3,3,3,10.739,5.935,False,new
内 迅速 成为,3,3,3,10.739,9.876,False,new
发展 历程 资产,3,3,3,10.739,8.98,False,new
也 就 很难说,3,4,4,10.738,5.982,False,new
技术 是 国之重器,3,3,3,10.738,5.694,False,new
程度 上 反映,3,5,5,10.737,6.822,False,new
产出 带 来,3,4,4,10.737,7.234,False,new
要求 表明 城市,3,3,3,10.737,9.108,False,new
发起 于 2019年,3,3,3,10.737,6.814,False,new
分化 较 大,3,3,3,10.737,8.149,False,new
游泳 则 成为,3,3,3,10.737,8.591,False,new
已 超过 半,3,3,3,10.737,8.008,False,new
合作 组织 峰会,3,9,9,10.736,7.452,False,new
世界 机器人 大会,3,8,2,10.736,8.924,False,new
公司 为主 前,3,6,3,10.736,9.247,False,new
第一 副 总理,3,5,4,10.736,8.183,False,new
主题 教育 成果,3,5,5,10.736,7.007,False,new
各方 实现 农业,3,4,4,10.736,7.603,False,new
举行 了 麋鹿,3,3,3,10.736,6.73,False,new
断 书写 新,3,6,3,10.735,4.657,False,new
风险 问题 避免,3,4,4,10.735,8.516,False,new
力量 推进 中国式,3,3,3,10.735,4.248,False,new
运营 成本 高,3,3,3,10.735,7.762,False,new
我 已经 横渡,3,3,3,10.735,4.726,False,new
更 习惯 强调,3,3,3,10.735,7.9,False,new
首 次 参赛,3,3,3,10.735,7.627,False,new
脑智天地 在 上海,3,3,3,10.735,4.513,False,new
透露 全球 首,3,3,3,10.735,6.173,False,new
7万 余 个,3,3,3,10.735,6.141,False,new
项 规定 实施,3,6,3,10.734,7.965,False,new
至 2018年 11月,3,6,3,10.734,8.9,False,new
牢记 中国 共产党,3,4,4,10.734,5.707,False,new
造成 政策 资金,3,4,4,10.734,8.549,False,new
占 比 超,3,4,4,10.734,8.247,False,new
位置 才 能,3,3,3,10.734,8.533,False,new
更 有 高瞻远瞩,3,3,3,10.734,6.206,False,new
稳健 策略 为,3,3,3,10.734,8.78,False,new
正在 建设 雄安,3,6,6,10.733,5.251,False,new
路 上 弘扬,3,6,2,10.733,5.444,False,new
中国 脑机 接口,3,6,4,10.733,7.938,False,new
给 孩子 们,3,5,5,10.733,9.741,False,new
干 把 各,3,4,2,10.733,6.698,False,new
也 严重 损害,3,3,3,10.733,7.574,False,new
冠军 的 桂冠,3,3,3,10.732,4.854,False,new
困境 与 优化,3,3,3,10.732,7.563,False,new
全面 贯彻 习近平,3,11,11,10.731,6.63,False,new
中国 资料 图,3,7,7,10.731,8.616,False,new
服务 有限公司 总裁,3,3,3,10.731,8.878,False,new
民权 在 一个,3,3,3,10.731,6.028,False,new
广发 央企 是,3,3,3,10.731,9.315,False,new
生态 实验 中心,3,3,3,10.73,9.236,False,new
不 如 说是,3,3,3,10.73,8.855,False,new
徐恩孝 在 渡江,3,3,3,10.73,5.045,False,new
个 州 都,3,3,3,10.73,8.739,False,new
11日 世界 卫生,3,3,2,10.73,5.589,False,new
哈萨克斯坦 技术 大学,3,8,8,10.729,7.499,False,new
发展 深刻 总结,3,4,4,10.729,8.661,False,new
推进 新型 区域,3,4,4,10.729,8.279,False,new
文化 卫生 扶贫,3,4,4,10.729,8.265,False,new
审议 时 习近平,3,4,2,10.729,5.13,False,new
汽车 产业 变革,3,4,3,10.729,6.85,False,new
具体 政策 之间,3,4,4,10.729,6.421,False,new
元 全市 人工智能,3,3,3,10.729,10.144,False,new
费用 会 导致,3,3,3,10.729,8.602,False,new
历史 最高 水平,3,5,5,10.728,7.642,False,new
倡议 的 首倡,3,4,4,10.728,2.576,False,new
更 大 盐津,3,4,4,10.728,5.638,False,new
重要 讲话 指出,3,3,3,10.728,4.726,False,new
其他 位 成员,3,3,3,10.728,7.345,False,new
场景 方面 基本,3,4,4,10.727,8.231,False,new
案件 余 起,3,3,2,10.727,8.099,False,new
互联网 基础 设施,3,3,3,10.727,7.514,False,new
它 非常 受,3,3,3,10.727,7.158,False,new
提出 走 团结,3,4,4,10.726,7.849,False,new
平 主席 首,3,4,4,10.726,4.639,False,new
医疗 卫生 系统,3,4,3,10.726,9.014,False,new
力量 回顾 年,3,3,3,10.726,8.162,False,new
政府 始终 高度,3,3,3,10.726,8.133,False,new
耕地 保护 始终,3,3,3,10.726,7.517,False,new
能力 比如 2022年,3,3,3,10.726,8.546,False,new
代理 协议 不,3,4,4,10.725,7.785,False,new
安全 可 控,3,3,3,10.725,7.291,False,new
笑 说 自己,3,3,3,10.725,6.714,False,new
引 领 新,3,3,3,10.724,8.267,False,new
渡江节 已经 成为,3,3,3,10.724,8.253,False,new
产品 结构 调整,3,3,2,10.724,8.787,False,new
已经 全部 完成,3,3,2,10.724,9.72,False,new
占 比 分别,3,5,5,10.723,7.661,False,new
国际 风云变幻 中,3,4,4,10.723,9.607,False,new
讲 的 步骤,3,3,3,10.723,5.423,False,new
耳环 等 情况,3,3,3,10.723,5.173,False,new
配置 了 煤炭,3,3,3,10.723,6.43,False,new
国 家 安全部,3,7,3,10.722,6.256,False,new
全球化 等 趋势,3,4,4,10.722,5.581,False,new
未 按 规定,3,4,4,10.722,7.892,False,new
相关 规定 学校,3,4,4,10.722,9.695,False,new
相关 规定 正式,3,4,4,10.722,9.131,False,new
全覆盖 国 家,3,3,3,10.722,6.648,False,new
2016年 广发 基金,3,3,3,10.722,7.293,False,new
板块 广发 多,3,3,3,10.722,8.453,False,new
国 家 航天局,3,3,2,10.722,5.965,False,new
阿拉伯 国 家,3,3,3,10.722,7.126,False,new
知识 和 间接,3,4,2,10.721,7.1,False,new
没有 目标 丁立人,3,3,3,10.721,8.169,False,new
赢 这 一度,3,3,3,10.721,6.018,False,new
激发 了 全市,3,3,3,10.721,6.783,False,new
履行 监管 工作,3,3,3,10.721,7.535,False,new
间 债券 市场,3,3,2,10.721,8.535,False,new
习近平 总书记 高度,3,6,5,10.72,6.333,False,new
感到 不 满,3,4,4,10.72,7.218,False,new
可以 追溯 到,3,4,4,10.72,10.699,False,new
约 个 百分点,3,4,4,10.72,5.794,False,new
约 分钟 后,3,4,4,10.72,8.268,False,new
为 受害 企业,3,4,4,10.72,11.033,False,new
2024年 8月 开始,3,3,3,10.72,7.884,False,new
设计 2019年 1月,3,3,3,10.72,8.411,False,new
表面 上 看,3,3,3,10.72,5.718,False,new
债务 管理 机制,3,4,2,10.719,6.116,False,new
争议 的 焦点,3,4,4,10.719,5.068,False,new
朋友 联系 上,3,4,2,10.719,8.582,False,new
援藏 工作 模式,3,3,3,10.719,4.726,False,new
队 同时 下,3,3,3,10.719,6.52,False,new
6月 30日 2025年,3,3,3,10.719,7.222,False,new
多 因子 进入,3,3,3,10.719,9.272,False,new
30日 2025年 6月,3,3,3,10.719,5.411,False,new
管理 体制 改革,3,5,4,10.718,8.755,False,new
各种 社会 原因,3,4,4,10.718,6.737,False,new
商业 模式 产业,3,3,3,10.718,8.598,False,new
发展 阶段 存量,3,3,3,10.718,7.984,False,new
杀王 的 道路,3,3,3,10.718,3.749,False,new
家 司法 机关,3,6,2,10.717,7.924,False,new
党委 第一 书记,3,5,2,10.717,6.94,False,new
分析 而 丁立人,3,3,3,10.717,8.131,False,new
渡江 这 件,3,3,3,10.717,6.213,False,new
上 合大 家,3,19,9,10.716,11.954,False,new
关键 就 在于,3,6,6,10.716,7.168,False,new
精神 助力 实现,3,4,4,10.716,9.023,False,new
发展期 城市 发展,3,3,3,10.715,5.933,False,new
媒体 报道 7月,3,4,4,10.714,7.86,False,new
坚决 做到 个,3,3,3,10.714,7.82,False,new
能力 发展 组团式,3,3,3,10.714,4.993,False,new
产品 此外 广发,3,3,3,10.714,7.302,False,new
制造业 高 质量,3,8,7,10.713,7.011,False,new
推动 区域 协调,3,4,3,10.713,6.908,False,new
总书记 明确 指出,3,3,3,10.713,2.886,False,new
这 款 人形,3,3,3,10.713,4.069,False,new
公司 董事长 2020年,3,3,3,10.713,8.741,False,new
而言 早已 不,3,3,3,10.713,9.513,False,new
不 独自 应,3,3,3,10.713,9.687,False,new
不 得以 任何,3,5,5,10.712,10.302,False,new
依法 发布 报告,3,3,3,10.712,7.455,False,new
藏 不 住,3,3,2,10.712,6.551,False,new
公共 服务 供,3,5,4,10.711,5.926,False,new
选育 的 动物,3,4,4,10.711,4.61,False,new
自我 提高 能力,3,3,3,10.711,6.717,False,new
如今 香港 正,3,3,3,10.711,6.348,False,new
占 比 债券,3,3,3,10.711,6.06,False,new
觉得 元 宇宙,3,4,2,10.71,7.255,False,new
预期 可 得,3,4,2,10.71,8.272,False,new
关系 人员 身份,3,4,4,10.71,7.045,False,new
通信 大会 上,3,5,3,10.709,8.037,False,new
1日 至 9月,3,4,2,10.709,6.065,False,new
美元 涨幅 为,3,4,2,10.709,11.499,False,new
守 住 不,3,4,2,10.709,7.872,False,new
教育 次 党内,3,3,3,10.709,7.296,False,new
它 可以 左右,3,3,3,10.709,5.082,False,new
瞄准 这 未,3,3,3,10.708,4.771,False,new
世界 和平 促进,3,9,9,10.707,9.79,False,new
事业 单位 管理,3,5,5,10.707,8.428,False,new
美国 国会 开始,3,3,3,10.707,8.964,False,new
因此 在 靠近,3,4,4,10.706,3.907,False,new
相关 规定 调查,3,4,2,10.706,8.531,False,new
那 盘 要,3,3,3,10.706,8.938,False,new
接口 产品 进入,3,3,3,10.706,5.417,False,new
哪 些 新,3,8,7,10.705,7.677,False,new
大规模 的 饥荒,3,4,4,10.705,5.244,False,new
选拔 出 人,3,4,2,10.705,7.887,False,new
应用 场景 进行,3,3,3,10.705,9.581,False,new
贫困 家 庭,3,6,5,10.704,7.593,False,new
促进 经贸 合作,3,4,4,10.704,6.765,False,new
主要 贸易 伙伴,3,4,4,10.704,6.687,False,new
践行 社会 责任,3,3,3,10.704,6.319,False,new
环境 污染 治理,3,3,2,10.704,7.886,False,new
全市 人民 带,3,3,3,10.704,5.036,False,new
代 价 所有,3,3,3,10.704,7.316,False,new
它 美国 退出,3,3,3,10.704,5.912,False,new
岁月 里 中,3,4,2,10.703,6.977,False,new
实际 投资 只,3,4,4,10.703,7.941,False,new
民化 的 进程,3,3,3,10.703,2.389,False,new
经济 成就 鼓励,3,3,3,10.703,9.037,False,new
学习 教育 学习,3,5,5,10.702,8.574,False,new
超过 集中 完成,3,4,4,10.702,9.359,False,new
是 完全 错误,3,3,3,10.702,7.261,False,new
国 政治 互信,3,5,5,10.701,5.927,False,new
9月 国 元首,3,4,4,10.701,6.568,False,new
呼吁 加强 全球,3,4,4,10.701,8.137,False,new
觅食 的 场景,3,4,4,10.701,4.122,False,new
未 进行 投票,3,3,3,10.701,7.445,False,new
名 党员 领导,3,6,3,10.7,7.583,False,new
回乡 看 中国,3,4,3,10.7,8.208,False,new
了不起 的 成就,3,3,3,10.7,4.411,False,new
外 就业 支持,3,3,3,10.7,9.354,False,new
当时 坚持 布局,3,3,3,10.7,6.754,False,new
多样化 的 现状,3,4,4,10.699,4.763,False,new
夫妇 将 该,3,3,3,10.699,6.834,False,new
庭 代 人,3,3,3,10.699,5.222,False,new
基金 通过 采用,3,3,3,10.699,7.698,False,new
2020年 累计 销量,3,3,2,10.699,7.844,False,new
社交 平台 上,3,12,12,10.698,8.183,False,new
奋斗 目标 实现,3,6,5,10.698,7.945,False,new
