term,n_tokens,frequency,found
月见草,1,0,False
月规钱,1,0,False
月谷,1,0,False
月貌花容,1,0,False
月轮,1,0,False
月钱,1,0,False
月食,1,0,False
月魂,1,0,False
月黑,1,0,False
月黑夜,1,0,False
月黑天,1,0,False
月黑风高,1,0,False
月龄,1,0,False
有…无…,1,0,False
有…有…,1,0,False
有一分热发一分光,1,0,False
有一利必有一弊,1,0,False
有一套,1,0,False
有一手,1,0,False
有一搭无一搭,1,0,False
有一搭没一搭,1,0,False
有一说一有二说二,1,0,False
有三有俩,1,0,False
有两下子,1,0,False
有两手,1,0,False
有为,1,0,False
有主,1,0,False
有产者,1,0,False
有人,1,0,False
有人家,1,0,False
有人家儿,1,0,False
有价无市,1,0,False
有价证券,1,0,False
有份,1,0,False
有会儿,1,0,False
有会子,1,0,False
有伤风化,1,0,False
有你没我有我没你,1,0,False
有你的,1,0,False
有例可援,1,0,False
有便,1,0,False
有偿新闻,1,0,False
有光纸,1,0,False
有冤报冤有仇报仇,1,0,False
有几下子,1,0,False
有则改之无则加勉,1,0,False
有利可图,1,0,False
有功,1,0,False
有加无已,1,0,False
有助于,1,0,False
有劲,1,0,False
有劳,1,0,False
有勇无谋,1,0,False
有变,1,0,False
有口无心,1,0,False
有口皆碑,1,0,False
有口难分,1,0,False
有口难辩,1,0,False
有史以来,1,0,False
有司,1,0,False
有名无实,1,0,False
有味,1,0,False
有味儿,1,0,False
有喜,1,0,False
有嘴无心,1,0,False
有嘴没心,1,0,False
有嘴没舌,1,0,False
有因,1,0,False
有增无减,1,0,False
有增无已,1,0,False
有声影片,1,0,False
有声无气,1,0,False
有声有色,1,0,False
有声没气,1,0,False
有声片,1,0,False
有声片儿,1,0,False
有声电影,1,0,False
有声读物,1,0,False
有备无患,1,0,False
有天无日,1,0,False
有天没日,1,0,False
有天没日头,1,0,False
有头无尾,1,0,False
有头无脑,1,0,False
有头有尾,1,0,False
有头有脑,1,0,False
有头有脸,1,0,False
有头脑,1,0,False
有头脸,1,0,False
有奇,1,0,False
有奖,1,0,False
有奖储蓄,1,0,False
有奖公债,1,0,False
有奖销售,1,0,False
有奶便是娘,1,0,False
有如,1,0,False
有始无终,1,0,False
有始有终,1,0,False
有家难奔有国难投,1,0,False
有巢氏,1,0,False
有差,1,0,False
有年,1,0,False
有年纪,1,0,False
有底,1,0,False
有形,1,0,False
有形损耗,1,0,False
有形资产,1,0,False
有待,1,0,False
有得,1,0,False
有心,1,0,False
有心下蛋无心抱窝,1,0,False
有心人,1,0,False
有心有意,1,0,False
有志,1,0,False
有志不在年高,1,0,False
有志者事竟成,1,0,False
有性杂交,1,0,False
有性生殖,1,0,False
有恃无恐,1,0,False
有恒,1,0,False
有悖于,1,0,False
有情人,1,0,False
有意思,1,0,False
有意无意,1,0,False
有意识,1,0,False
有感,1,0,False
有愧,1,0,False
有戏,1,0,False
有成,1,0,False
有所,1,0,False
有损,1,0,False
有损于,1,0,False
有损无益,1,0,False
有效射程,1,0,False
有效数字,1,0,False
有效期,1,0,False
有救,1,0,False
有教无类,1,0,False
有斤两,1,0,False
有无,1,0,False
有无相通,1,0,False
有日子,1,0,False
有旧,1,0,False
有朝一日,1,0,False
有期徒刑,1,0,False
有本有源,1,0,False
有机体,1,0,False
有机农业,1,0,False
有机化合物,1,0,False
有机化学,1,0,False
有机可乘,1,0,False
有机合成,1,0,False
有机染料,1,0,False
有机物,1,0,False
有机玻璃,1,0,False
有机肥,1,0,False
有机肥料,1,0,False
有机质,1,0,False
有机酸,1,0,False
有机颜料,1,0,False
有机食品,1,0,False
有条不紊,1,0,False
有条有理,1,0,False
有来无回,1,0,False
有来无往非礼也,1,0,False
有来有往,1,0,False
有板有眼,1,0,False
有枝添叶,1,0,False
有染,1,0,False
有柴一灶有米一锅,1,0,False
有根,1,0,False
有根有底,1,0,False
有根有据,1,0,False
有根有梢,1,0,False
有案可查,1,0,False
有棱有角,1,0,False
有模有样,1,0,False
有模样,1,0,False
有气,1,0,False
有气无力,1,0,False
有气没力,1,0,False
有氧代谢,1,0,False
有氧操,1,0,False
有氧运动,1,0,False
有求必应,1,0,False
有清头,1,0,False
有滋有味,1,0,False
有点儿,1,0,False
有理不在声高,1,0,False
有理函数,1,0,False
有理式,1,0,False
有理数,1,0,False
有理方程,1,0,False
有理走遍天下,1,0,False
有甚,1,0,False
有生,1,0,False
有生之年,1,0,False
有生以来,1,0,False
有生力量,1,0,False
有用功,1,0,False
有的放矢,1,0,False
有的是,1,0,False
有目共睹,1,0,False
有目共见,1,0,False
有目共赏,1,0,False
有盼,1,0,False
有盼儿,1,0,False
有盼头,1,0,False
有眉有眼,1,0,False
有眉目,1,0,False
有眼不识泰山,1,0,False
有眼无珠,1,0,False
有眼睛,1,0,False
有着,1,0,False
有碍,1,0,False
有礼,1,0,False
有神,1,0,False
有神论,1,0,False
有福同享有祸同当,1,0,False
有福同享有难同当,1,0,False
有种,1,0,False
有空儿,1,0,False
有章可循,1,0,False
有米一锅煮有柴一灶烧,1,0,False
有线广播,1,0,False
有线电,1,0,False
有线电视,1,0,False
有线电话,1,0,False
有线电通信,1,0,False
有线通信,1,0,False
有缘千里来相会,1,0,False
有罪推定,1,0,False
有肩膀,1,0,False
有胆有识,1,0,False
有脸,1,0,False
有色人种,1,0,False
有色眼镜,1,0,False
有色金属,1,0,False
有艺不在年高,1,0,False
有若,1,0,False
有苦同受有难同当,1,0,False
有血有肉,1,0,False
有角色,1,0,False
有言在先,1,0,False
有识,1,0,False
有识之士,1,0,False
有话即长无话即短,1,0,False
有请,1,0,False
有谱,1,0,False
有谱儿,1,0,False
有负众望,1,0,False
有赖,1,0,False
有赖于,1,0,False
有蹄类,1,0,False
有身,1,0,False
有身分,1,0,False
有身子,1,0,False
有轨电车,1,0,False
有辙,1,0,False
有过之无不及,1,0,False
有道是,1,0,False
有酒不喝偏喝醋,1,0,False
有鉴于此,1,0,False
有钱买得鬼推磨,1,0,False
有钱有势,1,0,False
有钱能使鬼推磨,1,0,False
有门,1,0,False
有门儿,1,0,False
有闲,1,0,False
有闲阶级,1,0,False
有闻必录,1,0,False
有限公司,1,0,False
有限小数,1,0,False
有限战争,1,0,False
有限数列,1,0,False
有限责任公司,1,0,False
有隙可乘,1,0,False
有零,1,0,False
有顷,1,0,False
有骨头,1,0,False
有鬼,1,0,False
有鼻子有眼,1,0,False
有鼻子有眼儿,1,0,False
朊,1,0,False
朋侪,1,0,False
朋克,1,0,False
朋党,1,0,False
朋工,1,0,False
朋帮,1,0,False
朋旧,1,0,False
朋比,1,0,False
朋比为奸,1,0,False
朋辈,1,0,False
服丧,1,0,False
服事,1,0,False
服人,1,0,False
服侍,1,0,False
服刑,1,0,False
服判,1,0,False
服务业,1,0,False
服务台,1,0,False
服务员,1,0,False
服务器,1,0,False
服务生,1,0,False
服劲,1,0,False
服劳,1,0,False
服孝,1,0,False
服帖,1,0,False
服式,1,0,False
服毒,1,0,False
服气,1,0,False
服法,1,0,False
服满,1,0,False
服罪,1,0,False
服老,1,0,False
服职,1,0,False
服膺,1,0,False
服色,1,0,False
服药,1,0,False
服装师,1,0,False
服话,1,0,False
服贴,1,0,False
服软,1,0,False
服输,1,0,False
服辩,1,0,False
服阕,1,0,False
朏,1,0,False
朐,1,0,False
朒,1,0,False
朓,1,0,False
朔方,1,0,False
朔日,1,0,False
朔晦,1,0,False
朔月,1,0,False
朔望,1,0,False
朔望月,1,0,False
朔望潮,1,0,False
朔雪,1,0,False
朔风,1,0,False
朕,1,0,False
朕兆,1,0,False
朗个,1,0,False
朗吟,1,0,False
朗声,1,0,False
朗姆酒,1,0,False
朗日,1,0,False
朗朗,1,0,False
朗朗上口,1,0,False
朗朗脆脆,1,0,False
朗格,1,0,False
朗润,1,0,False
朗澈,1,0,False
朗然,1,0,False
朗照,1,0,False
朗爽,1,0,False
朗生,1,0,False
朗畅,1,0,False
朗目,1,0,False
朗笑,1,0,False
朗耀,1,0,False
朗诵,1,0,False
朗诵诗,1,0,False
朗诵调,1,0,False
朗读,1,0,False
朗豁,1,0,False
朘,1,0,False
朘削,1,0,False
望乡台,1,0,False
望其项背,1,0,False
望台,1,0,False
望外,1,0,False
望天树,1,0,False
望天田,1,0,False
望头,1,0,False
望子,1,0,False
望子成龙,1,0,False
望寮,1,0,False
望尘莫及,1,0,False
望山跑死马,1,0,False
望文生义,1,0,False
望断,1,0,False
望族,1,0,False
望日,1,0,False
望月,1,0,False
望望,1,0,False
望望然,1,0,False
望板,1,0,False
望梅止渴,1,0,False
望楼,1,0,False
望气,1,0,False
望洋兴叹,1,0,False
望看,1,0,False
望眼,1,0,False
望眼欲穿,1,0,False
望穿秋水,1,0,False
望而却步,1,0,False
望而生畏,1,0,False
望见,1,0,False
望诊,1,0,False
望远镜,1,0,False
望门,1,0,False
望门寡,1,0,False
望闻问切,1,0,False
望顶,1,0,False
望风,1,0,False
望风扑影,1,0,False
望风披靡,1,0,False
望风捉影,1,0,False
望风捕影,1,0,False
望风而逃,1,0,False
朝三暮四,1,0,False
朝上,1,0,False
朝不保夕,1,0,False
朝不虑夕,1,0,False
朝乾夕惕,1,0,False
朝令夕改,1,0,False
朝发夕至,1,0,False
朝向,1,0,False
朝圣,1,0,False
朝堂,1,0,False
朝士,1,0,False
朝夕相处,1,0,False
朝天,1,0,False
朝奉,1,0,False
朝宗,1,0,False
朝山,1,0,False
朝廷,1,0,False
朝思暮想,1,0,False
朝拜,1,0,False
朝政,1,0,False
朝晖,1,0,False
朝晚,1,0,False
朝晨,1,0,False
朝暮,1,0,False
朝服,1,0,False
朝朝,1,0,False
朝朝暮暮,1,0,False
朝气蓬勃,1,0,False
朝珠,1,0,False
朝理,1,0,False
朝生暮死,1,0,False
朝礼,1,0,False
朝秦暮楚,1,0,False
朝章,1,0,False
朝章国故,1,0,False
朝笏,1,0,False
朝纲,1,0,False
朝臣,1,0,False
朝见,1,0,False
朝觐,1,0,False
朝谒,1,0,False
朝贡,1,0,False
朝贺,1,0,False
朝起,1,0,False
朝野,1,0,False
朝门,1,0,False
朝阳花,1,0,False
朝霞,1,0,False
朝霭,1,0,False
朝露,1,0,False
朝靴,1,0,False
朝顶,1,0,False
朝鲜参,1,0,False
朝鲜族,1,0,False
期中,1,0,False
期于,1,0,False
期价,1,0,False
期市,1,0,False
期年,1,0,False
期想,1,0,False
期房,1,0,False
期月,1,0,False
期望值,1,0,False
期期,1,0,False
期期艾艾,1,0,False
期末,1,0,False
期求,1,0,False
期票,1,0,False
期终,1,0,False
期考,1,0,False
期许,1,0,False
期颐,1,0,False
朣,1,0,False
朣朦,1,0,False
朦,1,0,False
朦头转向,1,0,False
朦朦,1,0,False
朦朦忪忪,1,0,False
朦混,1,0,False
朦胧,1,0,False
朦胧诗,1,0,False
朦蔽,1,0,False
朦里朦,1,0,False
木主,1,0,False
木乃伊,1,0,False
木人,1,0,False
木作,1,0,False
木佬佬,1,0,False
木偶剧,1,0,False
木偶戏,1,0,False
木偶片,1,0,False
木偶片儿,1,0,False
木像,1,0,False
木僵,1,0,False
木僵僵,1,0,False
木兰,1,0,False
木券,1,0,False
木刻,1,0,False
木刻水印,1,0,False
木刻符契,1,0,False
木化石,1,0,False
木匠,1,0,False
木匠戴枷自作自受,1,0,False
木匣,1,0,False
木口雕刻,1,0,False
木叶,1,0,False
木叶蝶,1,0,False
木呆呆,1,0,False
木器,1,0,False
木夯,1,0,False
木头,1,0,False
木头人,1,0,False
木头人儿,1,0,False
木头木脑,1,0,False
木头橛子,1,0,False
木头疙瘩,1,0,False
木夹,1,0,False
木尺,1,0,False
木屋,1,0,False
木屐,1,0,False
木屑,1,0,False
木履,1,0,False
木已成舟,1,0,False
木强,1,0,False
木性,1,0,False
木愣愣,1,0,False
木挑,1,0,False
木排,1,0,False
木料,1,0,False
木木,1,0,False
木木然,1,0,False
木本,1,0,False
木本植物,1,0,False
木本水源,1,0,False
木札,1,0,False
木杠,1,0,False
木杵,1,0,False
木板书,1,0,False
木板鞋,1,0,False
木枕,1,0,False
木柈,1,0,False
木柴,1,0,False
木栅门,1,0,False
木栓,1,0,False
木桃,1,0,False
木桥,1,0,False
木桩,1,0,False
木梆,1,0,False
木梗,1,0,False
木梳,1,0,False
木棉,1,0,False
木棍,1,0,False
木棒,1,0,False
木榄,1,0,False
木榻,1,0,False
木槿,1,0,False
木模,1,0,False
木樨,1,0,False
木橄,1,0,False
木橛,1,0,False
木气,1,0,False
木波罗,1,0,False
木炭,1,0,False
木炭画,1,0,False
木然,1,0,False
木片,1,0,False
木版,1,0,False
木版图,1,0,False
木版水印,1,0,False
木版画,1,0,False
木牌,1,0,False
木牍,1,0,False
木牛,1,0,False
木牛流马,1,0,False
木犀,1,0,False
木琴,1,0,False
木瓜,1,0,False
木瓜脑袋,1,0,False
木知木觉,1,0,False
木石,1,0,False
木碗,1,0,False
木立,1,0,False
木笔,1,0,False
木筏,1,0,False
木简,1,0,False
木精,1,0,False
木糖醇,1,0,False
木素,1,0,False
木结构,1,0,False
木绣球,1,0,False
木老老,1,0,False
木耳,1,0,False
木脑壳,1,0,False
木臼,1,0,False
木船,1,0,False
木芙蓉,1,0,False
木芝,1,0,False
木莓,1,0,False
木莲,1,0,False
木菠萝,1,0,False
木落,1,0,False
木蓝,1,0,False
木薯,1,0,False
木虱,1,0,False
木蝴蝶,1,0,False
木行,1,0,False
木讷,1,0,False
木豆,1,0,False
木质素,1,0,False
木质茎,1,0,False
木质部,1,0,False
木贼,1,0,False
木通,1,0,False
木锨,1,0,False
木门,1,0,False
木雕,1,0,False
木雕泥塑,1,0,False
木面雕刻,1,0,False
木香,1,0,False
木马,1,0,False
木马计,1,0,False
木鱼,1,0,False
木鱼书,1,0,False
木鳖,1,0,False
木鸡,1,0,False
木麻黄,1,0,False
未了,1,0,False
未亡人,1,0,False
未便,1,0,False
未免,1,0,False
未决犯,1,0,False
未几,1,0,False
未卜,1,0,False
未卜先知,1,0,False
未可,1,0,False
未可厚非,1,0,False
未始,1,0,False
未婚,1,0,False
未婚夫,1,0,False
未婚妻,1,0,False
未定之天,1,0,False
未尝,1,0,False
未平,1,0,False
未必然,1,0,False
未成年,1,0,False
未成年人,1,0,False
未成年犯,1,0,False
未时,1,0,False
未曾,1,0,False
未来主义,1,0,False
未来学,1,0,False
未来派,1,0,False
未果,1,0,False
未知数,1,0,False
未竟,1,0,False
未老先衰,1,0,False
未能免俗,1,0,False
未见得,1,0,False
未详,1,0,False
未达一间,1,0,False
未过河先搭桥,1,0,False
未遂,1,0,False
未雨绸缪,1,0,False
末世,1,0,False
末了,1,0,False
末人,1,0,False
末代,1,0,False
末伏,1,0,False
末儿,1,0,False
末减,1,0,False
末叶,1,0,False
末后,1,0,False
末堂,1,0,False
末子,1,0,False
末尼教,1,0,False
末尾,1,0,False
末屑,1,0,False
末座,1,0,False
末技,1,0,False
末日,1,0,False
末日审判,1,0,False
末旬,1,0,False
末末了,1,0,False
末杪,1,0,False
末校,1,0,False
末梢神经,1,0,False
末流,1,0,False
末班,1,0,False
末班车,1,0,False
末由,1,0,False
末编,1,0,False
末节,1,0,False
末衖,1,0,False
末议,1,0,False
末路,1,0,False
末车,1,0,False
末运,1,0,False
末造,1,0,False
本主,1,0,False
本主儿,1,0,False
本主（儿）,1,0,False
本义,1,0,False
本乡本土,1,0,False
本份,1,0,False
本传,1,0,False
本位主义,1,0,False
本位货币,1,0,False
本体,1,0,False
本体论,1,0,False
本册,1,0,False
本分,1,0,False
本刑,1,0,False
本初子午线,1,0,False
本利,1,0,False
本原,1,0,False
本县,1,0,False
本号,1,0,False
本命,1,0,False
本命年,1,0,False
本嗓,1,0,False
本固枝荣,1,0,False
本埠,1,0,False
本处,1,0,False
本头,1,0,False
本头钱,1,0,False
本字,1,0,False
本家,1,0,False
本家（儿）,1,0,False
本就,1,0,False
本岛,1,0,False
本巴,1,0,False
本布,1,0,False
本当,1,0,False
本影,1,0,False
本态,1,0,False
本性,1,0,False
本息,1,0,False
本愿,1,0,False
本戏,1,0,False
本据,1,0,False
本教,1,0,False
本族,1,0,False
本日,1,0,False
本旨,1,0,False
本月,1,0,False
本朝,1,0,False
本末,1,0,False
本末体,1,0,False
本末倒置,1,0,False
本本,1,0,False
本本主义,1,0,False
本来面目,1,0,False
本案,1,0,False
本洋,1,0,False
本流,1,0,False
本然,1,0,False
本生,1,0,False
本生灯,1,0,False
本用,1,0,False
本相,1,0,False
本真,1,0,False
本票,1,0,False
本科生,1,0,False
本章,1,0,False
本等,1,0,False
本籍,1,0,False
本纪,1,0,False
本行,1,0,False
本证,1,0,False
本诉,1,0,False
本该,1,0,False
本贯,1,0,False
本道,1,0,False
本邦菜,1,0,False
本钿,1,0,False
本题,1,0,False
札,1,0,False
札子,1,0,False
札工,1,0,False
札札,1,0,False
札萨,1,0,False
札记,1,0,False
术,1,0,False
术后,1,0,False
术士,1,0,False
术数,1,0,False
术科,1,0,False
术语,1,0,False
朱丝栏,1,0,False
朱印,1,0,False
朱卷,1,0,False
朱古力,1,0,False
朱古律,1,0,False
朱墨,1,0,False
朱墨本,1,0,False
朱学,1,0,False
朱批,1,0,False
朱拓,1,0,False
朱文,1,0,False
朱校,1,0,False
朱桃,1,0,False
朱槿,1,0,False
朱漆,1,0,False
朱砂,1,0,False
朱砂笔,1,0,False
朱笔,1,0,False
朱红,1,0,False
朱蕉,1,0,False
朱评,1,0,False
朱语,1,0,False
朱门,1,0,False
朱雀,1,0,False
朱顶兰,1,0,False
朱顶红,1,0,False
朱鸟,1,0,False
朱鹦,1,0,False
朱鹭,1,0,False
朱鹮,1,0,False
朳,1,0,False
朴刀,1,0,False
朴厚,1,0,False
朴古,1,0,False
朴学,1,0,False
朴实,1,0,False
朴实无华,1,0,False
朴忠,1,0,False
朴拙,1,0,False
朴朴登,1,0,False
朴浑,1,0,False
朴直,1,0,False
朴硝,1,0,False
朴茂,1,0,False
朴讷,1,0,False
朴质,1,0,False
朴陋,1,0,False
朵,1,0,False
朵儿,1,0,False
朵颐,1,0,False
朸,1,0,False
机不可失,1,0,False
机不可失时不再来,1,0,False
机不可失时不我待,1,0,False
机事不密,1,0,False
机井,1,0,False
机件,1,0,False
机会主义,1,0,False
机会成本,1,0,False
机伶,1,0,False
机伶鬼,1,0,False
机位,1,0,False
机俏,1,0,False
机修,1,0,False
机兆,1,0,False
机关刊物,1,0,False
机关报,1,0,False
机关枪,1,0,False
机关炮,1,0,False
机关算尽,1,0,False
机制纸,1,0,False
机务,1,0,False
机务段,1,0,False
机动车,1,0,False
机动驳,1,0,False
机化,1,0,False
机匠,1,0,False
机变,1,0,False
机叶,1,0,False
机器人,1,0,False
机器戏,1,0,False
机器手,1,0,False
机器翻译,1,0,False
机器脚踏车,1,0,False
机器语言,1,0,False
机场灯,1,0,False
机声,1,0,False
机头,1,0,False
机子,1,0,False
机宜,1,0,False
机密,1,0,False
机工,1,0,False
机巧,1,0,False
机帆船,1,0,False
机师,1,0,False
机床,1,0,False
机座,1,0,False
机弩,1,0,False
机微,1,0,False
机徽,1,0,False
机心,1,0,False
机恤,1,0,False
机户,1,0,False
机房,1,0,False
机括,1,0,False
机插,1,0,False
机收,1,0,False
机敏,1,0,False
机数,1,0,False
机时,1,0,False
机杼,1,0,False
机枢,1,0,False
机枪,1,0,False
机械人,1,0,False
机械传动,1,0,False
机械化,1,0,False
机械唯物主义,1,0,False
机械师,1,0,False
机械手,1,0,False
机械效率,1,0,False
机械油,1,0,False
机械波,1,0,False
机械能,1,0,False
机械论,1,0,False
机械运动,1,0,False
机棚,1,0,False
机油,1,0,False
机洗,1,0,False
机灌,1,0,False
机灵鬼,1,0,False
机率,1,0,False
机种,1,0,False
机米,1,0,False
机织,1,0,False
机织布,1,0,False
机织物,1,0,False
机绣,1,0,False
机缄,1,0,False
机群,1,0,False
机翼,1,0,False
机耕,1,0,False
机耕站,1,0,False
机耕路,1,0,False
机耕队,1,0,False
机能,1,0,False
机舱,1,0,False
机要,1,0,False
机要员,1,0,False
机警,1,0,False
机诈,1,0,False
机谋,1,0,False
机趣,1,0,False
机身,1,0,False
机车,1,0,False
机轮,1,0,False
机辨,1,0,False
机运,1,0,False
机锋,1,0,False
机键,1,0,False
机长,1,0,False
机降,1,0,False
机顶盒,1,0,False
朼,1,0,False
朽,1,0,False
朽坏,1,0,False
朽弱,1,0,False
朽才,1,0,False
朽木,1,0,False
朽木不可雕,1,0,False
朽烂,1,0,False
朽腐,1,0,False
朽败,1,0,False
朽迈,1,0,False
杀一儆百,1,0,False
杀一警百,1,0,False
杀人不眨眼,1,0,False
杀人不见血,1,0,False
杀人不过头点地,1,0,False
杀人如草,1,0,False
杀人如麻,1,0,False
杀人灭口,1,0,False
杀人越货,1,0,False
杀价,1,0,False
杀伐,1,0,False
杀伤力,1,0,False
杀千刀,1,0,False
杀声,1,0,False
杀头,1,0,False
杀富济贫,1,0,False
杀戒,1,0,False
杀戮,1,0,False
杀手锏,1,0,False
杀掠,1,0,False
杀敌致果,1,0,False
杀机,1,0,False
杀毒,1,0,False
杀气,1,0,False
杀气腾腾,1,0,False
杀灭,1,0,False
杀熟,1,0,False
杀生,1,0,False
杀着,1,0,False
杀胚,1,0,False
杀菌,1,0,False
杀虫剂,1,0,False
杀跌,1,0,False
杀身,1,0,False
杀身之祸,1,0,False
杀身成仁,1,0,False
杀青,1,0,False
杀风景,1,0,False
杀鸡取卵,1,0,False
杀鸡吓猴,1,0,False
杀鸡焉用牛刀,1,0,False
杀鸡用牛刀,1,0,False
杀鸡给猴看,1,0,False
杀黑,1,0,False
杂七夹八,1,0,False
杂七杂八,1,0,False
杂七麻八,1,0,False
杂业,1,0,False
杂书,1,0,False
杂乱,1,0,False
杂乱无章,1,0,False
杂事,1,0,False
杂交,1,0,False
杂交种,1,0,False
杂人,1,0,False
杂传,1,0,False
杂体,1,0,False
杂体诗,1,0,False
杂入,1,0,False
杂凑,1,0,False
杂剧,1,0,False
杂务,1,0,False
杂厕,1,0,False
杂史,1,0,False
杂合面,1,0,False
杂和,1,0,False
杂和菜,1,0,False
杂和面儿,1,0,False
杂咏,1,0,False
杂品,1,0,False
杂嘴子,1,0,False
杂处,1,0,False
杂姓,1,0,False
杂婚,1,0,False
杂字,1,0,False
杂家,1,0,False
杂居,1,0,False
杂工,1,0,False
杂役,1,0,False
杂徭,1,0,False
杂忆,1,0,False
杂志社,1,0,False
杂念,1,0,False
杂感,1,0,False
杂戏,1,0,False
杂抄,1,0,False
杂拌,1,0,False
杂拌儿,1,0,False
杂捐,1,0,False
杂揉,1,0,False
杂支,1,0,False
杂文,1,0,False
杂木,1,0,False
杂歌,1,0,False
杂毛,1,0,False
杂沓,1,0,False
杂活,1,0,False
杂活儿,1,0,False
杂派,1,0,False
杂烩,1,0,False
杂烩汤,1,0,False
杂然,1,0,False
杂牌,1,0,False
杂牌军,1,0,False
杂物,1,0,False
杂用,1,0,False
杂症,1,0,False
杂碎,1,0,False
杂种,1,0,False
杂税,1,0,False
杂粮,1,0,False
杂糅,1,0,False
杂纂,1,0,False
杂耍,1,0,False
